month_key,fiscal_year,fiscal_month,fiscal_month_no,fiscal_quarter,weeks_in_month,channel_key,channel,division,department,plan_version,plan_sales_dollars,plan_sales_units,plan_aur,plan_markdown_dollars,plan_shrink_dollars,plan_gross_margin_pct,plan_gross_margin_dollars,plan_bom_retail,plan_eom_retail,plan_receipts_retail,plan_receipts_cost,plan_weeks_of_supply,plan_turn
FY2024-05,2024,Jun,5,Q2,5,WHSL,Wholesale,Boys,Sleepwear,Original Plan,13614.76,338,40.31,237.13,13.61,0.4626,6297.95,5713.47,10957.29,19109.32,9936.85,2.1,1.633
FY2024-06,2024,Jul,6,Q2,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,14320.71,355,40.31,302.08,14.32,0.4589,6571.86,10957.29,15130.62,18810.44,9781.43,3.1,1.098
FY2024-07,2024,Aug,7,Q3,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,7059.5,175,40.31,130.83,7.06,0.4615,3257.74,15130.62,7933.23,0.0,0.0,8.6,0.612
FY2024-08,2024,Sep,8,Q3,5,WHSL,Wholesale,Boys,Sleepwear,Original Plan,10589.26,263,40.31,206.32,10.59,0.4605,4876.52,7933.23,8600.36,11473.3,5966.12,3.7,1.281
FY2024-09,2024,Oct,9,Q3,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,13917.31,345,40.31,305.4,13.92,0.4581,6374.91,8600.36,13802.37,19438.63,10108.09,2.5,1.242
FY2024-10,2024,Nov,10,Q4,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,8572.25,213,40.31,155.53,8.57,0.4619,3959.15,13802.37,8787.15,3721.14,1934.99,6.4,0.759
FY2024-11,2024,Dec,11,Q4,5,WHSL,Wholesale,Boys,Sleepwear,Original Plan,6051.0,150,40.31,137.34,6.05,0.4573,2767.14,8787.15,4992.56,2399.79,1247.89,7.3,0.878
FY2024-12,2024,Jan,12,Q4,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,6353.55,158,40.31,129.35,6.35,0.4596,2920.35,4992.56,6400.16,7896.86,4106.37,3.1,1.115
FY2025-01,2025,Feb,1,Q1,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,17820.2,442,40.31,364.65,17.82,0.4595,8189.05,6400.16,18457.61,30260.13,15735.27,1.4,1.434
FY2025-02,2025,Mar,2,Q1,5,WHSL,Wholesale,Boys,Sleepwear,Original Plan,14945.98,371,40.31,265.25,14.95,0.4623,6908.82,18457.61,11420.41,8188.96,4258.26,6.2,1.0
FY2025-03,2025,Apr,3,Q1,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,7128.08,177,40.31,133.88,7.13,0.4612,3287.59,11420.41,7348.71,3197.4,1662.65,6.4,0.76
FY2025-04,2025,May,4,Q2,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,6323.3,157,40.31,130.64,6.32,0.4593,2904.54,7348.71,6517.94,5629.5,2927.34,4.6,0.912
FY2025-05,2025,Jun,5,Q2,5,WHSL,Wholesale,Boys,Sleepwear,Original Plan,15520.82,385,40.31,276.96,15.52,0.4622,7173.04,6517.94,11887.74,21183.11,11015.21,2.1,1.687
FY2025-06,2025,Jul,6,Q2,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,16325.61,405,40.31,337.96,16.33,0.4593,7498.33,11887.74,15640.61,20432.76,10625.04,2.9,1.186
FY2025-07,2025,Aug,7,Q3,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,8047.83,200,40.31,152.3,8.05,0.4611,3710.66,15640.61,7689.98,257.55,133.93,7.8,0.69
FY2025-08,2025,Sep,8,Q3,5,WHSL,Wholesale,Boys,Sleepwear,Original Plan,12071.75,299,40.31,271.24,12.07,0.4575,5523.2,7689.98,9679.82,14344.91,7459.35,3.2,1.39
FY2025-09,2025,Oct,9,Q3,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,15865.73,394,40.31,353.84,15.87,0.4577,7261.71,9679.82,15089.39,21645.0,11255.4,2.4,1.281
FY2025-10,2025,Nov,10,Q4,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,9772.37,242,40.31,204.29,9.77,0.4591,4486.45,15089.39,10101.66,4998.7,2599.32,6.2,0.776
FY2025-11,2025,Dec,11,Q4,5,WHSL,Wholesale,Boys,Sleepwear,Original Plan,6898.14,171,40.31,119.09,6.9,0.4627,3192.02,10101.66,5542.07,2464.54,1281.56,7.3,0.882
FY2025-12,2025,Jan,12,Q4,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,7243.05,180,40.31,160.53,7.24,0.4578,3316.13,5542.07,7428.35,9297.1,4834.49,3.1,1.117
FY2026-01,2026,Feb,1,Q1,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,21027.84,522,40.31,414.3,21.03,0.4603,9679.06,7428.35,20787.98,34822.8,18107.86,1.4,1.49
FY2026-02,2026,Mar,2,Q1,5,WHSL,Wholesale,Boys,Sleepwear,Original Plan,17636.25,437,40.31,404.23,17.64,0.4571,8061.17,20787.98,14763.27,12033.42,6257.38,5.9,0.992
FY2026-03,2026,Apr,3,Q1,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,8411.14,209,40.31,182.63,8.41,0.4583,3854.71,14763.27,8137.42,1976.32,1027.69,7.0,0.735
FY2026-04,2026,May,4,Q2,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,7461.49,185,40.31,141.63,7.46,0.461,3439.88,8137.42,7210.73,6683.9,3475.63,4.4,0.972
FY2026-05,2026,Jun,5,Q2,5,WHSL,Wholesale,Boys,Sleepwear,Original Plan,18314.57,454,40.31,377.89,18.31,0.4594,8413.11,7210.73,14093.16,25593.2,13308.46,2.0,1.719
FY2026-06,2026,Jul,6,Q2,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,19264.21,478,40.31,330.3,19.26,0.4629,8916.52,14093.16,19138.65,24659.27,12822.82,2.9,1.159
FY2026-07,2026,Aug,7,Q3,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,9496.44,236,40.31,171.14,9.5,0.462,4387.15,19138.65,9461.57,0.0,0.0,8.1,0.664
FY2026-08,2026,Sep,8,Q3,5,WHSL,Wholesale,Boys,Sleepwear,Original Plan,14244.67,353,40.31,257.76,14.24,0.4619,6579.68,9461.57,11246.81,16301.91,8476.99,3.3,1.376
FY2026-09,2026,Oct,9,Q3,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,18721.56,464,40.31,421.92,18.72,0.4575,8564.43,11246.81,19624.21,27539.6,14320.59,2.4,1.213
FY2026-10,2026,Nov,10,Q4,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,11531.4,286,40.31,241.26,11.53,0.4591,5293.81,19624.21,11036.77,3196.75,1662.31,6.8,0.752
FY2026-11,2026,Dec,11,Q4,5,WHSL,Wholesale,Boys,Sleepwear,Original Plan,8139.81,202,40.31,172.55,8.14,0.4588,3734.56,11036.77,6312.67,3596.4,1870.13,6.8,0.938
FY2026-12,2026,Jan,12,Q4,4,WHSL,Wholesale,Boys,Sleepwear,Original Plan,8546.8,212,40.31,167.88,8.55,0.4604,3934.59,6312.67,8402.53,10813.09,5622.81,3.0,1.162
FY2024-01,2024,Feb,1,Q1,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,15751.9,391,40.31,340.6,15.75,0.4584,7220.31,15843.92,15880.28,16144.6,8395.19,4.0,0.993
FY2024-02,2024,Mar,2,Q1,5,WHSL,Wholesale,Boys,Sleepwear,Current Plan,13418.03,333,40.31,232.04,13.42,0.4627,6208.62,15880.28,10163.16,7946.36,4132.11,5.9,1.03
FY2024-03,2024,Apr,3,Q1,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,6341.58,157,40.31,138.84,6.34,0.4581,2905.12,10163.16,6093.27,2416.87,1256.77,6.4,0.78
FY2024-04,2024,May,4,Q2,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,5645.0,140,40.31,98.83,5.64,0.4625,2610.77,6093.27,5741.89,5398.1,2807.01,4.3,0.954
FY2024-05,2024,Jun,5,Q2,5,WHSL,Wholesale,Boys,Sleepwear,Current Plan,13882.71,344,40.31,247.29,13.88,0.4622,6416.41,5741.89,11134.54,19536.53,10158.99,2.1,1.645
FY2024-06,2024,Jul,6,Q2,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,14297.79,355,40.31,320.58,14.3,0.4576,6542.36,11134.54,14289.08,17787.2,9249.34,3.1,1.125
FY2024-07,2024,Aug,7,Q3,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,7195.53,178,40.31,141.25,7.2,0.4604,3312.6,14289.08,7485.93,540.83,281.23,7.9,0.661
FY2024-08,2024,Sep,8,Q3,5,WHSL,Wholesale,Boys,Sleepwear,Current Plan,10336.4,256,40.31,188.28,10.34,0.4618,4773.19,7485.93,8509.07,11558.15,6010.24,3.6,1.292
FY2024-09,2024,Oct,9,Q3,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,14805.06,367,40.31,290.35,14.81,0.4604,6816.08,8509.07,15324.69,21925.84,11401.44,2.3,1.242
FY2024-10,2024,Nov,10,Q4,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,8370.14,208,40.31,180.31,8.37,0.4585,3837.36,15324.69,7949.85,1183.98,615.67,7.3,0.719
FY2024-11,2024,Dec,11,Q4,5,WHSL,Wholesale,Boys,Sleepwear,Current Plan,6007.46,149,40.31,106.07,6.01,0.4623,2777.51,7949.85,4691.48,2861.16,1487.8,6.6,0.95
FY2024-12,2024,Jan,12,Q4,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,6318.84,157,40.31,116.72,6.32,0.4615,2916.32,4691.48,6668.65,8419.06,4377.91,3.0,1.112
FY2025-01,2025,Feb,1,Q1,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,18391.71,456,40.31,362.85,18.39,0.4603,8465.18,6668.65,17628.64,29732.93,15461.12,1.5,1.514
FY2025-02,2025,Mar,2,Q1,5,WHSL,Wholesale,Boys,Sleepwear,Current Plan,15016.29,372,40.31,293.33,15.02,0.4605,6914.49,17628.64,11777.98,9473.97,4926.47,5.9,1.021
FY2025-03,2025,Apr,3,Q1,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,7151.92,177,40.31,149.91,7.15,0.459,3283.02,11777.98,7575.46,3106.46,1615.36,6.6,0.739
FY2025-04,2025,May,4,Q2,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,6618.06,164,40.31,140.99,6.62,0.4587,3035.68,7575.46,6496.06,5686.27,2956.86,4.6,0.941
FY2025-05,2025,Jun,5,Q2,5,WHSL,Wholesale,Boys,Sleepwear,Current Plan,16074.7,399,40.31,307.16,16.07,0.4609,7408.69,6496.06,13042.08,22943.96,11930.86,2.0,1.645
FY2025-06,2025,Jul,6,Q2,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,16250.89,403,40.31,371.33,16.25,0.4571,7429.09,13042.08,16250.15,19846.55,10320.21,3.2,1.11
FY2025-07,2025,Aug,7,Q3,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,7941.89,197,40.31,171.36,7.94,0.4584,3640.75,16250.15,8214.94,85.99,44.72,8.2,0.649
FY2025-08,2025,Sep,8,Q3,5,WHSL,Wholesale,Boys,Sleepwear,Current Plan,12138.09,301,40.31,219.36,12.14,0.4619,5606.92,8214.94,9657.28,13811.92,7182.2,3.4,1.358
FY2025-09,2025,Oct,9,Q3,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,15906.82,395,40.31,294.56,15.91,0.4615,7340.72,9657.28,16679.86,23239.87,12084.73,2.4,1.208
FY2025-10,2025,Nov,10,Q4,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,9814.79,243,40.31,218.51,9.81,0.4577,4492.59,16679.86,10314.12,3677.38,1912.24,6.8,0.727
FY2025-11,2025,Dec,11,Q4,5,WHSL,Wholesale,Boys,Sleepwear,Current Plan,6782.71,168,40.31,119.35,6.78,0.4624,3136.35,10314.12,5360.74,1955.45,1016.84,7.6,0.865
FY2025-12,2025,Jan,12,Q4,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,7343.0,182,40.31,135.04,7.34,0.4616,3389.6,5360.74,7283.88,9408.52,4892.43,2.9,1.161
FY2026-01,2026,Feb,1,Q1,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,19092.83,474,40.31,392.54,19.09,0.4594,8772.02,7283.88,19277.49,31498.06,16378.99,1.5,1.438
FY2026-02,2026,Mar,2,Q1,5,WHSL,Wholesale,Boys,Sleepwear,Current Plan,15844.28,393,40.31,314.61,15.84,0.4601,7290.64,19277.49,12528.48,9425.73,4901.38,6.1,0.996
FY2026-03,2026,Apr,3,Q1,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,7462.37,185,40.31,149.6,7.46,0.46,3432.34,12528.48,7761.38,2852.33,1483.21,6.7,0.736
FY2026-04,2026,May,4,Q2,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,6664.9,165,40.31,145.98,6.66,0.4581,3053.17,7761.38,7017.44,6073.6,3158.27,4.7,0.902
FY2026-05,2026,Jun,5,Q2,5,WHSL,Wholesale,Boys,Sleepwear,Current Plan,16337.45,405,40.31,331.92,16.34,0.4597,7510.06,7017.44,12804.19,22472.46,11685.68,2.1,1.648
FY2026-06,2026,Jul,6,Q2,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,17223.97,427,40.31,351.11,17.22,0.4596,7916.4,12804.19,17027.11,21815.22,11343.91,3.0,1.155
FY2026-07,2026,Aug,7,Q3,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,8605.47,213,40.31,186.91,8.61,0.4583,3943.71,17027.11,8376.77,150.65,78.34,7.9,0.677
FY2026-08,2026,Sep,8,Q3,5,WHSL,Wholesale,Boys,Sleepwear,Current Plan,12515.51,310,40.31,240.71,12.52,0.4608,5766.74,8376.77,9885.75,14277.72,7424.42,3.3,1.371
FY2026-09,2026,Oct,9,Q3,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,16882.03,419,40.31,295.21,16.88,0.4625,7808.16,9885.75,16895.42,24203.8,12585.98,2.3,1.261
FY2026-10,2026,Nov,10,Q4,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,10273.89,255,40.31,178.26,10.27,0.4626,4753.21,16895.42,9745.61,3312.62,1722.56,6.6,0.771
FY2026-11,2026,Dec,11,Q4,5,WHSL,Wholesale,Boys,Sleepwear,Current Plan,7370.4,183,40.31,148.88,7.37,0.4598,3388.91,9745.61,5575.8,3356.85,1745.56,6.6,0.962
FY2026-12,2026,Jan,12,Q4,4,WHSL,Wholesale,Boys,Sleepwear,Current Plan,7482.49,186,40.31,131.66,7.48,0.4624,3459.94,5575.8,7436.02,9481.86,4930.57,3.0,1.15
FY2024-01,2024,Feb,1,Q1,4,ECOM,Ecommerce,Boys,Swim,Original Plan,9962.61,171,58.27,1492.16,39.85,0.4902,4883.91,28856.62,27679.97,10317.97,3714.47,11.6,0.352
FY2024-02,2024,Mar,2,Q1,5,ECOM,Ecommerce,Boys,Swim,Original Plan,14270.77,245,58.27,1920.93,57.08,0.5054,7212.36,27679.97,31469.17,20037.99,7213.67,9.7,0.483
FY2024-03,2024,Apr,3,Q1,4,ECOM,Ecommerce,Boys,Swim,Original Plan,15886.33,273,58.27,2037.58,63.55,0.5117,8129.67,31469.17,48301.75,34820.04,12535.21,7.9,0.398
FY2024-04,2024,May,4,Q2,4,ECOM,Ecommerce,Boys,Swim,Original Plan,14674.66,252,58.27,1701.14,58.7,0.5241,7690.64,48301.75,40684.21,8816.96,3174.1,13.2,0.33
FY2024-05,2024,Jun,5,Q2,5,ECOM,Ecommerce,Boys,Swim,Original Plan,13328.36,229,58.27,1983.08,53.31,0.4912,6547.08,40684.21,29190.31,3870.86,1393.51,15.3,0.381
FY2024-06,2024,Jul,6,Q2,4,ECOM,Ecommerce,Boys,Swim,Original Plan,11308.91,194,58.27,1678.96,45.24,0.4915,5558.75,29190.31,33004.11,16846.9,6064.88,10.3,0.364
FY2024-07,2024,Aug,7,Q3,4,ECOM,Ecommerce,Boys,Swim,Original Plan,11847.43,203,58.27,1574.42,47.39,0.5071,6007.94,33004.11,32388.76,12853.89,4627.4,11.1,0.362
FY2024-08,2024,Sep,8,Q3,5,ECOM,Ecommerce,Boys,Swim,Original Plan,12789.84,219,58.27,1823.74,51.16,0.4974,6361.76,32388.76,28311.83,10587.82,3811.61,12.7,0.421
FY2024-09,2024,Oct,9,Q3,4,ECOM,Ecommerce,Boys,Swim,Original Plan,13462.99,231,58.27,1906.02,53.85,0.4984,6710.29,28311.83,38775.77,25886.8,9319.25,8.4,0.401
FY2024-10,2024,Nov,10,Q4,4,ECOM,Ecommerce,Boys,Swim,Original Plan,19386.71,333,58.27,2655.81,77.55,0.503,9751.68,38775.77,55145.42,38489.72,13856.3,8.0,0.413
FY2024-11,2024,Dec,11,Q4,5,ECOM,Ecommerce,Boys,Swim,Original Plan,21002.27,360,58.27,2820.61,84.01,0.5057,10620.84,55145.42,46614.63,15376.09,5535.39,13.1,0.413
FY2024-12,2024,Jan,12,Q4,4,ECOM,Ecommerce,Boys,Swim,Original Plan,8481.68,146,58.27,1316.74,33.93,0.4848,4111.53,46614.63,36782.27,0.0,0.0,22.0,0.203
FY2025-01,2025,Feb,1,Q1,4,ECOM,Ecommerce,Boys,Swim,Original Plan,11357.38,195,58.27,1345.02,45.43,0.5216,5923.7,36782.27,33693.14,9658.7,3477.13,13.0,0.322
FY2025-02,2025,Mar,2,Q1,5,ECOM,Ecommerce,Boys,Swim,Original Plan,16268.68,279,58.27,2480.71,65.07,0.4875,7931.25,33693.14,37850.17,22971.49,8269.74,10.4,0.455
FY2025-03,2025,Apr,3,Q1,4,ECOM,Ecommerce,Boys,Swim,Original Plan,18110.42,311,58.27,2418.57,72.44,0.5065,9172.09,37850.17,50347.58,33098.85,11915.58,8.4,0.411
FY2025-04,2025,May,4,Q2,4,ECOM,Ecommerce,Boys,Swim,Original Plan,16729.11,287,58.27,2326.77,66.92,0.5009,8379.86,50347.58,45491.19,14266.41,5135.91,12.0,0.349
FY2025-05,2025,Jun,5,Q2,5,ECOM,Ecommerce,Boys,Swim,Original Plan,15194.33,261,58.27,2221.34,60.78,0.4938,7503.03,45491.19,35621.99,7607.25,2738.61,15.0,0.375
FY2025-06,2025,Jul,6,Q2,4,ECOM,Ecommerce,Boys,Swim,Original Plan,12892.16,221,58.27,1750.01,51.57,0.5043,6500.97,35621.99,38618.82,17690.57,6368.61,11.1,0.347
FY2025-07,2025,Aug,7,Q3,4,ECOM,Ecommerce,Boys,Swim,Original Plan,13506.07,232,58.27,2003.51,54.02,0.4917,6640.37,38618.82,39841.7,16786.49,6043.14,11.4,0.344
FY2025-08,2025,Sep,8,Q3,5,ECOM,Ecommerce,Boys,Swim,Original Plan,14580.42,250,58.27,1744.38,58.32,0.5204,7587.09,39841.7,33258.45,9799.88,3527.96,13.7,0.399
FY2025-09,2025,Oct,9,Q3,4,ECOM,Ecommerce,Boys,Swim,Original Plan,15347.81,263,58.27,1914.25,61.39,0.5153,7908.35,33258.45,44360.62,28425.62,10233.22,8.7,0.395
FY2025-10,2025,Nov,10,Q4,4,ECOM,Ecommerce,Boys,Swim,Original Plan,22100.85,379,58.27,3182.74,88.4,0.496,10961.8,44360.62,61800.07,42811.44,15412.12,8.0,0.416
FY2025-11,2025,Dec,11,Q4,5,ECOM,Ecommerce,Boys,Swim,Original Plan,23942.58,411,58.27,3665.82,95.77,0.4869,11657.44,61800.07,53557.95,19462.05,7006.34,12.9,0.415
FY2025-12,2025,Jan,12,Q4,4,ECOM,Ecommerce,Boys,Swim,Original Plan,9669.12,166,58.27,1251.52,38.68,0.5106,4936.72,53557.95,42598.63,0.0,0.0,22.2,0.201
FY2026-01,2026,Feb,1,Q1,4,ECOM,Ecommerce,Boys,Swim,Original Plan,13401.71,230,58.27,1900.07,53.61,0.4982,6677.02,42598.63,37278.18,10034.93,3612.58,12.7,0.336
FY2026-02,2026,Mar,2,Q1,5,ECOM,Ecommerce,Boys,Swim,Original Plan,19197.04,329,58.27,2392.64,76.79,0.5154,9893.47,37278.18,43552.19,27940.48,10058.57,9.7,0.475
FY2026-03,2026,Apr,3,Q1,4,ECOM,Ecommerce,Boys,Swim,Original Plan,21370.29,367,58.27,2660.06,85.48,0.5155,11016.92,43552.19,59150.56,39714.2,14297.11,8.2,0.416
FY2026-04,2026,May,4,Q2,4,ECOM,Ecommerce,Boys,Swim,Original Plan,19740.35,339,58.27,3031.02,78.96,0.4865,9602.8,59150.56,55332.26,19032.04,6851.53,12.0,0.345
FY2026-05,2026,Jun,5,Q2,5,ECOM,Ecommerce,Boys,Swim,Original Plan,17929.31,308,58.27,2398.51,71.72,0.5062,9076.25,55332.26,41563.15,6630.43,2386.95,15.4,0.37
FY2026-06,2026,Jul,6,Q2,4,ECOM,Ecommerce,Boys,Swim,Original Plan,15212.75,261,58.27,2039.93,60.85,0.5059,7696.23,41563.15,43264.23,19014.62,6845.26,10.9,0.359
FY2026-07,2026,Aug,7,Q3,4,ECOM,Ecommerce,Boys,Swim,Original Plan,15937.17,274,58.27,1963.77,63.75,0.5168,8236.02,43264.23,44979.22,19679.68,7084.68,10.9,0.361
FY2026-08,2026,Sep,8,Q3,5,ECOM,Ecommerce,Boys,Swim,Original Plan,17204.9,295,58.27,2339.72,68.82,0.504,8671.41,44979.22,39288.2,13922.42,5012.07,13.1,0.408
FY2026-09,2026,Oct,9,Q3,4,ECOM,Ecommerce,Boys,Swim,Original Plan,18110.42,311,58.27,2451.21,72.44,0.5047,9139.46,39288.2,50472.88,31818.75,11454.75,8.7,0.404
FY2026-10,2026,Nov,10,Q4,4,ECOM,Ecommerce,Boys,Swim,Original Plan,26079.0,448,58.27,3605.49,104.32,0.5017,13085.07,50472.88,74574.63,53890.55,19400.6,7.7,0.417
FY2026-11,2026,Dec,11,Q4,5,ECOM,Ecommerce,Boys,Swim,Original Plan,28252.25,485,58.27,3301.2,113.01,0.5232,14780.24,74574.63,68758.64,25850.47,9306.17,13.2,0.394
FY2026-12,2026,Jan,12,Q4,4,ECOM,Ecommerce,Boys,Swim,Original Plan,11409.56,196,58.27,1645.85,45.64,0.4957,5656.27,68758.64,55657.59,0.0,0.0,24.1,0.183
FY2024-01,2024,Feb,1,Q1,4,ECOM,Ecommerce,Boys,Swim,Current Plan,9812.97,168,58.27,1234.66,39.25,0.5142,5045.64,28132.04,28096.41,11051.25,3978.45,11.5,0.349
FY2024-02,2024,Mar,2,Q1,5,ECOM,Ecommerce,Boys,Swim,Current Plan,14522.9,249,58.27,1844.26,58.09,0.513,7450.39,28096.41,35188.75,23517.58,8466.33,9.7,0.459
FY2024-03,2024,Apr,3,Q1,4,ECOM,Ecommerce,Boys,Swim,Current Plan,15651.47,269,58.27,1860.5,62.61,0.5211,8156.44,35188.75,45589.37,27975.2,10071.07,9.0,0.388
FY2024-04,2024,May,4,Q2,4,ECOM,Ecommerce,Boys,Swim,Current Plan,14356.09,246,58.27,2188.58,57.42,0.4876,6999.32,45589.37,39517.14,10529.86,3790.75,12.7,0.337
FY2024-05,2024,Jun,5,Q2,5,ECOM,Ecommerce,Boys,Swim,Current Plan,13451.7,231,58.27,1703.12,53.81,0.5134,6905.97,39517.14,30257.94,5949.43,2141.79,14.7,0.386
FY2024-06,2024,Jul,6,Q2,4,ECOM,Ecommerce,Boys,Swim,Current Plan,11407.13,196,58.27,1660.59,45.63,0.4944,5639.97,30257.94,34586.3,17441.72,6279.02,10.6,0.352
FY2024-07,2024,Aug,7,Q3,4,ECOM,Ecommerce,Boys,Swim,Current Plan,12005.52,206,58.27,1830.35,48.02,0.4875,5853.18,34586.3,35983.31,15280.9,5501.12,11.5,0.34
FY2024-08,2024,Sep,8,Q3,5,ECOM,Ecommerce,Boys,Swim,Current Plan,13827.42,237,58.27,1696.27,55.31,0.5173,7153.27,35983.31,32435.85,12031.54,4331.35,13.0,0.404
FY2024-09,2024,Oct,9,Q3,4,ECOM,Ecommerce,Boys,Swim,Current Plan,13953.42,239,58.27,1927.64,55.81,0.5019,7002.55,32435.85,40740.45,24241.48,8726.93,9.3,0.381
FY2024-10,2024,Nov,10,Q4,4,ECOM,Ecommerce,Boys,Swim,Current Plan,19386.46,333,58.27,2250.8,77.55,0.5239,10156.54,40740.45,55652.58,36626.93,13185.7,8.4,0.402
FY2024-11,2024,Dec,11,Q4,5,ECOM,Ecommerce,Boys,Swim,Current Plan,20837.93,358,58.27,2655.52,83.35,0.5126,10680.76,55652.58,49287.4,17211.61,6196.18,13.4,0.397
FY2024-12,2024,Jan,12,Q4,4,ECOM,Ecommerce,Boys,Swim,Current Plan,8412.78,144,58.27,1296.2,33.65,0.4859,4087.98,49287.4,39544.76,0.0,0.0,23.4,0.189
FY2025-01,2025,Feb,1,Q1,4,ECOM,Ecommerce,Boys,Swim,Current Plan,11546.15,198,58.27,1777.73,46.18,0.486,5611.81,39544.76,35164.77,8990.06,3236.42,13.7,0.309
FY2025-02,2025,Mar,2,Q1,5,ECOM,Ecommerce,Boys,Swim,Current Plan,16214.52,278,58.27,2216.29,64.86,0.5033,8161.01,35164.77,36909.83,20240.72,7286.66,10.8,0.45
FY2025-03,2025,Apr,3,Q1,4,ECOM,Ecommerce,Boys,Swim,Current Plan,18177.66,312,58.27,2808.37,72.71,0.4855,8825.33,36909.83,52127.28,36276.2,13059.43,8.1,0.408
FY2025-04,2025,May,4,Q2,4,ECOM,Ecommerce,Boys,Swim,Current Plan,16756.61,288,58.27,2576.31,67.03,0.4863,8147.92,52127.28,49122.61,16395.28,5902.3,12.4,0.331
FY2025-05,2025,Jun,5,Q2,5,ECOM,Ecommerce,Boys,Swim,Current Plan,15767.74,271,58.27,2245.37,63.07,0.4976,7845.98,49122.61,35729.41,4682.98,1685.87,15.6,0.372
FY2025-06,2025,Jul,6,Q2,4,ECOM,Ecommerce,Boys,Swim,Current Plan,12753.56,219,58.27,1857.86,51.01,0.4943,6304.42,35729.41,35409.87,14342.9,5163.44,11.2,0.359
FY2025-07,2025,Aug,7,Q3,4,ECOM,Ecommerce,Boys,Swim,Current Plan,13756.21,236,58.27,1586.48,55.02,0.5247,7217.5,35409.87,40702.91,20690.76,7448.67,10.3,0.361
FY2025-08,2025,Sep,8,Q3,5,ECOM,Ecommerce,Boys,Swim,Current Plan,14923.84,256,58.27,2099.38,59.7,0.4993,7451.87,40702.91,33601.06,9981.07,3593.18,13.6,0.402
FY2025-09,2025,Oct,9,Q3,4,ECOM,Ecommerce,Boys,Swim,Current Plan,15710.45,270,58.27,2269.9,62.84,0.4955,7784.79,33601.06,44416.08,28858.21,10388.96,8.6,0.403
FY2025-10,2025,Nov,10,Q4,4,ECOM,Ecommerce,Boys,Swim,Current Plan,22199.29,381,58.27,2602.44,88.8,0.5228,11605.11,44416.08,63656.95,44131.4,15887.31,8.0,0.411
FY2025-11,2025,Dec,11,Q4,5,ECOM,Ecommerce,Boys,Swim,Current Plan,24225.9,416,58.27,3550.13,96.9,0.4935,11954.44,63656.95,58969.97,23185.95,8346.94,13.1,0.395
FY2025-12,2025,Jan,12,Q4,4,ECOM,Ecommerce,Boys,Swim,Current Plan,9524.55,163,58.27,1276.29,38.1,0.506,4819.42,58969.97,48131.04,0.0,0.0,24.8,0.178
FY2026-01,2026,Feb,1,Q1,4,ECOM,Ecommerce,Boys,Swim,Current Plan,12619.68,217,58.27,1660.35,50.48,0.5084,6416.24,48131.04,36106.38,2305.85,830.1,15.3,0.3
FY2026-02,2026,Mar,2,Q1,5,ECOM,Ecommerce,Boys,Swim,Current Plan,18071.77,310,58.27,2332.73,72.29,0.5109,9233.21,36106.38,43757.95,28128.36,10126.21,10.0,0.453
