month_key,fiscal_year,fiscal_month,channel_key,channel,style_key,style_name,print_name,division,department,class_name,season,lifecycle,units_sold,sales_dollars,aur,on_hand_units,on_order_units,sell_through_pct,weeks_of_supply
FY2025-08,2025,Sep,STORE,Retail Stores,ST-0039,Wildflower Nightgown,Pomegranate,Girls,Sleepwear,Nightgown,Fall,Carryover,103,5346.29,51.91,198,46,0.3422,9.6
FY2025-08,2025,Sep,WHSL,Wholesale,ST-0039,Wildflower Nightgown,Pomegranate,Girls,Sleepwear,Nightgown,Fall,Carryover,100,4175.28,41.75,124,60,0.4464,6.2
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0039,Wildflower Nightgown,Pomegranate,Girls,Sleepwear,Nightgown,Fall,Carryover,142,7483.12,52.7,206,99,0.408,5.8
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0039,Wildflower Nightgown,Pomegranate,Girls,Sleepwear,Nightgown,Fall,Carryover,217,11738.87,54.1,391,283,0.3569,7.2
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0039,Wildflower Nightgown,Pomegranate,Girls,Sleepwear,Nightgown,Fall,Carryover,441,18412.98,41.75,822,496,0.3492,7.5
FY2026-07,2026,Aug,ECOM,Ecommerce,ST-0039,Wildflower Nightgown,Pomegranate,Girls,Sleepwear,Nightgown,Fall,Carryover,354,19118.92,54.01,659,201,0.3495,7.4
FY2026-07,2026,Aug,STORE,Retail Stores,ST-0039,Wildflower Nightgown,Pomegranate,Girls,Sleepwear,Nightgown,Fall,Carryover,210,10912.72,51.97,449,119,0.3187,8.6
FY2026-07,2026,Aug,WHSL,Wholesale,ST-0039,Wildflower Nightgown,Pomegranate,Girls,Sleepwear,Nightgown,Fall,Carryover,275,11482.02,41.75,544,444,0.3358,7.9
FY2026-08,2026,Sep,ECOM,Ecommerce,ST-0039,Wildflower Nightgown,Pomegranate,Girls,Sleepwear,Nightgown,Fall,Carryover,356,18433.96,51.78,597,350,0.3736,8.4
FY2026-08,2026,Sep,STORE,Retail Stores,ST-0039,Wildflower Nightgown,Pomegranate,Girls,Sleepwear,Nightgown,Fall,Carryover,179,10117.33,56.52,245,195,0.4222,6.8
FY2026-08,2026,Sep,WHSL,Wholesale,ST-0039,Wildflower Nightgown,Pomegranate,Girls,Sleepwear,Nightgown,Fall,Carryover,290,12108.31,41.75,470,58,0.3816,8.1
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0039,Wildflower Nightgown,Pomegranate,Girls,Sleepwear,Nightgown,Fall,Carryover,274,14124.28,51.55,468,202,0.3693,6.8
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0039,Wildflower Nightgown,Pomegranate,Girls,Sleepwear,Nightgown,Fall,Carryover,82,4712.81,57.47,89,71,0.4795,4.3
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0039,Wildflower Nightgown,Pomegranate,Girls,Sleepwear,Nightgown,Fall,Carryover,386,16116.58,41.75,847,64,0.3131,8.8
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,287,13954.35,48.62,361,267,0.4429,5.0
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,238,11067.86,46.5,377,314,0.387,6.3
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,329,12315.39,37.43,589,221,0.3584,7.2
FY2025-10,2025,Nov,ECOM,Ecommerce,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,284,13647.79,48.06,474,120,0.3747,6.7
FY2025-10,2025,Nov,STORE,Retail Stores,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,110,5184.96,47.14,174,96,0.3873,6.3
FY2025-10,2025,Nov,WHSL,Wholesale,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,289,10818.08,37.43,671,144,0.301,9.3
FY2025-11,2025,Dec,ECOM,Ecommerce,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,349,17339.25,49.68,614,199,0.3624,8.8
FY2025-11,2025,Dec,STORE,Retail Stores,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,273,14026.36,51.38,629,506,0.3027,11.5
FY2025-11,2025,Dec,WHSL,Wholesale,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,272,10181.72,37.43,220,13,0.5528,4.0
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,121,6136.14,50.71,278,207,0.3033,9.2
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,49,2346.74,47.89,82,54,0.374,6.7
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,104,3893.01,37.43,167,131,0.3838,6.4
FY2026-10,2026,Nov,ECOM,Ecommerce,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,506,23946.79,47.33,638,429,0.4423,5.0
FY2026-10,2026,Nov,STORE,Retail Stores,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,90,4224.9,46.94,70,29,0.5625,3.1
FY2026-10,2026,Nov,WHSL,Wholesale,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,70,2620.3,37.43,159,12,0.3057,9.1
FY2026-11,2026,Dec,ECOM,Ecommerce,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,258,11961.4,46.36,288,9,0.4725,5.6
FY2026-11,2026,Dec,STORE,Retail Stores,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,229,11275.27,49.24,505,122,0.312,11.0
FY2026-11,2026,Dec,WHSL,Wholesale,ST-0040,Holiday Holly Nightgown,Holiday Holly,Girls,Sleepwear,Nightgown,Holiday,Carryover,420,15721.78,37.43,959,789,0.3046,11.4
FY2025-07,2025,Aug,ECOM,Ecommerce,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,291,35346.28,121.46,471,96,0.3819,6.5
FY2025-07,2025,Aug,STORE,Retail Stores,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,128,16902.0,132.05,275,96,0.3176,8.6
FY2025-07,2025,Aug,WHSL,Wholesale,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,39,3762.44,96.47,46,21,0.4588,4.7
FY2025-08,2025,Sep,ECOM,Ecommerce,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,364,47053.86,129.27,347,253,0.512,4.8
FY2025-08,2025,Sep,STORE,Retail Stores,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,112,14646.24,130.77,184,36,0.3784,8.2
FY2025-08,2025,Sep,WHSL,Wholesale,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,196,18908.67,96.47,334,33,0.3698,8.5
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,355,41919.75,118.08,504,395,0.4133,5.7
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,137,17167.02,125.31,139,1,0.4964,4.1
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,159,15339.18,96.47,351,41,0.3118,8.8
FY2026-07,2026,Aug,ECOM,Ecommerce,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,303,38229.7,126.17,618,369,0.329,8.2
FY2026-07,2026,Aug,STORE,Retail Stores,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,223,26218.15,117.57,383,18,0.368,6.9
FY2026-07,2026,Aug,WHSL,Wholesale,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,239,23057.0,96.47,421,19,0.3621,7.0
FY2026-08,2026,Sep,ECOM,Ecommerce,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,368,48523.31,131.86,418,253,0.4682,5.7
FY2026-08,2026,Sep,STORE,Retail Stores,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,125,16311.45,130.49,278,129,0.3102,11.1
FY2026-08,2026,Sep,WHSL,Wholesale,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,140,13506.19,96.47,145,86,0.4912,5.2
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,45,5412.98,120.29,34,26,0.5696,3.0
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,255,32346.85,126.85,516,395,0.3307,8.1
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0041,Wildflower Quilted Jacket,Wildflower,Girls,Outerwear,Quilted Jacket,Fall,New,145,13988.56,96.47,342,181,0.2977,9.4
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,306,37548.71,122.71,351,284,0.4658,4.6
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,92,11041.62,120.02,66,6,0.5823,2.9
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,482,45805.81,95.03,834,541,0.3663,6.9
FY2025-10,2025,Nov,ECOM,Ecommerce,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,184,22432.78,121.92,305,176,0.3763,6.6
FY2025-10,2025,Nov,STORE,Retail Stores,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,200,25782.6,128.91,332,107,0.3759,6.6
FY2025-10,2025,Nov,WHSL,Wholesale,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,366,34782.0,95.03,732,542,0.3333,8.0
FY2025-11,2025,Dec,ECOM,Ecommerce,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,396,48526.48,122.54,598,524,0.3984,7.6
FY2025-11,2025,Dec,STORE,Retail Stores,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,146,18042.55,123.58,188,141,0.4371,6.4
FY2025-11,2025,Dec,WHSL,Wholesale,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,311,29555.2,95.03,690,198,0.3107,11.1
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,379,44932.24,118.55,729,278,0.3421,7.7
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,29,3460.41,119.32,48,12,0.3766,6.6
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,336,31931.02,95.03,679,406,0.331,8.1
FY2026-10,2026,Nov,ECOM,Ecommerce,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,135,16480.91,122.08,103,38,0.5672,3.1
FY2026-10,2026,Nov,STORE,Retail Stores,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,233,29076.12,124.79,540,140,0.3014,9.3
FY2026-10,2026,Nov,WHSL,Wholesale,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,423,40198.87,95.03,661,561,0.3902,6.3
FY2026-11,2026,Dec,ECOM,Ecommerce,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,476,55080.94,115.72,800,384,0.373,8.4
FY2026-11,2026,Dec,STORE,Retail Stores,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,204,25374.04,124.38,200,149,0.505,4.9
FY2026-11,2026,Dec,WHSL,Wholesale,ST-0042,Winter Fair Isle Quilted Jacket,Candy Cane Stripe,Girls,Outerwear,Quilted Jacket,Holiday,New,191,18151.26,95.03,327,261,0.3687,8.6
FY2025-01,2025,Feb,ECOM,Ecommerce,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,164,9798.18,59.74,388,177,0.2971,9.5
FY2025-01,2025,Feb,STORE,Retail Stores,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,80,4743.59,59.29,158,109,0.3361,7.9
FY2025-01,2025,Feb,WHSL,Wholesale,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,191,8524.86,44.63,311,181,0.3805,6.5
FY2025-02,2025,Mar,ECOM,Ecommerce,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,180,10275.84,57.09,338,72,0.3475,9.4
FY2025-02,2025,Mar,STORE,Retail Stores,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,196,11040.65,56.33,256,159,0.4336,6.5
FY2025-02,2025,Mar,WHSL,Wholesale,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,228,10176.28,44.63,200,42,0.5327,4.4
FY2025-03,2025,Apr,ECOM,Ecommerce,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,318,17129.13,53.87,535,11,0.3728,6.7
FY2025-03,2025,Apr,STORE,Retail Stores,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,187,10337.86,55.28,218,154,0.4617,4.7
FY2025-03,2025,Apr,WHSL,Wholesale,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,255,11381.36,44.63,374,262,0.4054,5.9
FY2026-01,2026,Feb,ECOM,Ecommerce,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,159,9819.24,61.76,361,239,0.3058,9.1
FY2026-01,2026,Feb,STORE,Retail Stores,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,90,4863.32,54.04,94,24,0.4891,4.2
FY2026-01,2026,Feb,WHSL,Wholesale,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,467,20843.52,44.63,734,376,0.3888,6.3
FY2026-02,2026,Mar,ECOM,Ecommerce,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,201,10815.13,53.81,211,82,0.4879,5.2
FY2026-02,2026,Mar,STORE,Retail Stores,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,236,12704.32,53.83,460,269,0.3391,9.7
FY2026-02,2026,Mar,WHSL,Wholesale,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,167,7453.68,44.63,247,14,0.4034,7.4
FY2026-03,2026,Apr,ECOM,Ecommerce,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,124,6854.88,55.28,176,134,0.4133,5.7
FY2026-03,2026,Apr,STORE,Retail Stores,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,97,5230.8,53.93,191,64,0.3368,7.9
FY2026-03,2026,Apr,WHSL,Wholesale,ST-0043,Ditsy Rose Button-Down,Garden Trellis,Boys,Tops,Button-Down,Spring,New,379,16915.83,44.63,481,36,0.4407,5.1
FY2025-04,2025,May,ECOM,Ecommerce,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,67,3508.4,52.36,117,50,0.3641,7.0
FY2025-04,2025,May,STORE,Retail Stores,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,135,6934.79,51.37,287,233,0.3199,8.5
FY2025-04,2025,May,WHSL,Wholesale,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,173,6724.99,38.87,130,83,0.571,3.0
FY2025-05,2025,Jun,ECOM,Ecommerce,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,284,13983.69,49.24,277,56,0.5062,4.9
FY2025-05,2025,Jun,STORE,Retail Stores,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,280,13582.66,48.51,617,77,0.3122,11.0
FY2025-05,2025,Jun,WHSL,Wholesale,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,431,16754.18,38.87,375,54,0.5347,4.4
FY2025-06,2025,Jul,ECOM,Ecommerce,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,380,19183.06,50.48,396,202,0.4897,4.2
FY2025-06,2025,Jul,STORE,Retail Stores,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,136,7342.39,53.99,282,31,0.3254,8.3
FY2025-06,2025,Jul,WHSL,Wholesale,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,346,13449.99,38.87,486,321,0.4159,5.6
FY2026-04,2026,May,ECOM,Ecommerce,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,233,11986.02,51.44,538,81,0.3022,9.2
FY2026-04,2026,May,STORE,Retail Stores,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,210,10867.64,51.75,289,25,0.4208,5.5
FY2026-04,2026,May,WHSL,Wholesale,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,316,12283.8,38.87,734,588,0.301,9.3
FY2026-05,2026,Jun,ECOM,Ecommerce,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,137,6589.71,48.1,201,51,0.4053,7.3
FY2026-05,2026,Jun,STORE,Retail Stores,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,194,9412.4,48.52,328,221,0.3716,8.5
FY2026-05,2026,Jun,WHSL,Wholesale,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,181,7035.98,38.87,241,107,0.4289,6.7
FY2026-06,2026,Jul,ECOM,Ecommerce,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,364,16945.01,46.55,789,606,0.3157,8.7
FY2026-06,2026,Jul,STORE,Retail Stores,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,176,8219.98,46.7,407,260,0.3019,9.2
FY2026-06,2026,Jul,WHSL,Wholesale,ST-0044,Lemon Grove Button-Down,Lemon Grove,Boys,Tops,Button-Down,Summer,Carryover,292,11350.86,38.87,359,56,0.4485,4.9
FY2025-07,2025,Aug,ECOM,Ecommerce,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,445,25329.62,56.92,486,214,0.478,4.4
FY2025-07,2025,Aug,STORE,Retail Stores,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,272,15092.83,55.49,300,164,0.4755,4.4
FY2025-07,2025,Aug,WHSL,Wholesale,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,101,4362.47,43.19,118,3,0.4612,4.7
FY2025-08,2025,Sep,ECOM,Ecommerce,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,394,20851.44,52.92,916,352,0.3008,11.6
FY2025-08,2025,Sep,STORE,Retail Stores,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,66,3815.1,57.8,95,15,0.4099,7.2
FY2025-08,2025,Sep,WHSL,Wholesale,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,290,12525.91,43.19,499,198,0.3676,8.6
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,405,22386.2,55.27,383,67,0.514,3.8
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,219,11329.52,51.73,420,322,0.3427,7.7
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,107,4621.63,43.19,82,53,0.5661,3.1
FY2026-07,2026,Aug,ECOM,Ecommerce,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,473,25763.89,54.47,388,103,0.5494,3.3
FY2026-07,2026,Aug,STORE,Retail Stores,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,241,14091.35,58.47,344,92,0.412,5.7
FY2026-07,2026,Aug,WHSL,Wholesale,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,266,11489.28,43.19,487,26,0.3533,7.3
FY2026-08,2026,Sep,ECOM,Ecommerce,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,370,19543.11,52.82,654,337,0.3613,8.8
FY2026-08,2026,Sep,STORE,Retail Stores,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,128,7085.1,55.35,291,173,0.3055,11.4
FY2026-08,2026,Sep,WHSL,Wholesale,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,100,4319.28,43.19,99,61,0.5025,5.0
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,253,14861.85,58.74,250,83,0.503,4.0
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,110,5822.39,52.93,188,6,0.3691,6.8
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0045,Wildflower Button-Down,Wildflower,Boys,Tops,Button-Down,Fall,New,257,11100.55,43.19,391,272,0.3966,6.1
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,361,17111.43,47.4,620,405,0.368,6.9
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,77,3447.53,44.77,155,38,0.3319,8.1
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,231,7981.7,34.55,352,314,0.3962,6.1
FY2025-10,2025,Nov,ECOM,Ecommerce,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,193,8802.18,45.61,269,226,0.4177,5.6
FY2025-10,2025,Nov,STORE,Retail Stores,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,223,9576.97,42.95,365,80,0.3793,6.5
FY2025-10,2025,Nov,WHSL,Wholesale,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,180,6219.5,34.55,184,71,0.4945,4.1
FY2025-11,2025,Dec,ECOM,Ecommerce,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,388,16439.23,42.37,868,331,0.3089,11.2
FY2025-11,2025,Dec,STORE,Retail Stores,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,125,5457.01,43.66,179,62,0.4112,7.2
FY2025-11,2025,Dec,WHSL,Wholesale,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,227,7843.49,34.55,270,226,0.4567,5.9
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,442,20912.98,47.31,1061,657,0.2941,9.6
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,181,7575.38,41.85,385,325,0.3198,8.5
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,187,6461.37,34.55,268,135,0.411,5.7
FY2026-10,2026,Nov,ECOM,Ecommerce,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,246,10996.16,44.7,455,402,0.3509,7.4
FY2026-10,2026,Nov,STORE,Retail Stores,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,179,7784.16,43.49,330,230,0.3517,7.4
FY2026-10,2026,Nov,WHSL,Wholesale,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,48,1658.53,34.55,89,71,0.3504,7.4
FY2026-11,2026,Dec,ECOM,Ecommerce,ST-0046,Winter Fair Isle Button-Down,Holiday Holly,Boys,Tops,Button-Down,Holiday,New,119,5700.82,47.91,212,96,0.3595,8.9
