month_key,fiscal_year,fiscal_month,fiscal_month_no,fiscal_quarter,channel_key,channel,division,department,actual_sales_dollars,actual_sales_units,actual_aur,actual_markdown_dollars,actual_shrink_dollars,actual_gross_margin_dollars,actual_gross_margin_pct,actual_bom_retail,actual_eom_retail,actual_receipts_retail,actual_receipts_cost
FY2025-11,2025,Dec,11,Q4,WHSL,Wholesale,Boys,Sleepwear,7071.26,174.0,40.64,123.24,7.08,3265.86,0.4618,10314.12,5193.47,2080.93,1056.46
FY2025-12,2025,Jan,12,Q4,WHSL,Wholesale,Boys,Sleepwear,7107.57,171.0,41.56,108.41,7.3,3307.48,0.4653,5360.74,7010.28,8872.82,4593.74
FY2026-01,2026,Feb,1,Q1,WHSL,Wholesale,Boys,Sleepwear,19594.56,457.0,42.88,413.07,17.42,8981.21,0.4584,7283.88,13436.94,26178.11,15570.13
FY2026-02,2026,Mar,2,Q1,WHSL,Wholesale,Boys,Sleepwear,15890.92,396.0,40.13,421.22,15.97,7204.8,0.4534,19277.49,12077.0,9127.62,4575.04
FY2026-03,2026,Apr,3,Q1,WHSL,Wholesale,Boys,Sleepwear,5895.16,145.0,40.66,132.53,7.32,2728.84,0.4629,12528.48,9495.53,3002.06,1761.13
FY2026-04,2026,May,4,Q2,WHSL,Wholesale,Boys,Sleepwear,7779.3,195.0,39.89,130.04,7.08,3579.64,0.4601,7761.38,5419.65,5574.69,2936.44
FY2026-05,2026,Jun,5,Q2,WHSL,Wholesale,Boys,Sleepwear,15204.67,372.0,40.87,288.21,19.6,7033.3,0.4626,7017.44,13286.42,21781.46,11089.42
FY2026-06,2026,Jul,6,Q2,WHSL,Wholesale,Boys,Sleepwear,17217.08,414.0,41.59,263.62,17.62,8000.46,0.4647,12804.19,14576.96,19271.09,11619.14
FY2024-01,2024,Feb,1,Q1,ECOM,Ecommerce,Boys,Swim,9818.0,183.0,53.65,1390.18,38.57,4892.9,0.4984,28132.04,26970.24,10084.95,3921.33
FY2024-02,2024,Mar,2,Q1,ECOM,Ecommerce,Boys,Swim,14523.8,251.0,57.86,2052.95,62.12,7242.02,0.4986,28096.41,32563.72,21106.18,7871.1
FY2024-03,2024,Apr,3,Q1,ECOM,Ecommerce,Boys,Swim,15027.55,265.0,56.71,2200.11,79.99,7491.25,0.4985,35188.75,42945.34,25064.24,10965.26
FY2024-04,2024,May,4,Q2,ECOM,Ecommerce,Boys,Swim,13518.4,236.0,57.28,1679.32,66.67,7100.83,0.5253,45589.37,41261.34,10936.36,3544.27
FY2024-05,2024,Jun,5,Q2,ECOM,Ecommerce,Boys,Swim,14346.18,236.0,60.79,1605.55,49.12,7462.9,0.5202,39517.14,29535.16,6018.87,2288.01
FY2024-06,2024,Jul,6,Q2,ECOM,Ecommerce,Boys,Swim,10520.31,179.0,58.77,1896.95,53.31,4964.88,0.4719,30257.94,33723.7,15936.33,6342.87
FY2024-07,2024,Aug,7,Q3,ECOM,Ecommerce,Boys,Swim,10526.03,187.0,56.29,1927.02,50.32,5034.77,0.4783,34586.3,36149.62,14066.69,5346.52
FY2024-08,2024,Sep,8,Q3,ECOM,Ecommerce,Boys,Swim,14242.39,247.0,57.66,1546.82,59.85,7517.04,0.5278,35983.31,31876.19,11741.94,4004.52
FY2024-09,2024,Oct,9,Q3,ECOM,Ecommerce,Boys,Swim,14053.13,251.0,55.99,2056.79,67.03,6924.12,0.4927,32435.85,39700.77,23441.87,8224.82
FY2024-10,2024,Nov,10,Q4,ECOM,Ecommerce,Boys,Swim,20351.2,353.0,57.65,2574.61,85.79,10338.18,0.508,40740.45,48183.23,30454.38,12757.82
FY2024-11,2024,Dec,11,Q4,ECOM,Ecommerce,Boys,Swim,21063.84,365.0,57.71,3149.14,87.8,10303.7,0.4892,55652.58,49279.09,17927.29,5804.84
FY2024-12,2024,Jan,12,Q4,ECOM,Ecommerce,Boys,Swim,7802.06,137.0,56.95,1615.92,34.91,3471.3,0.4449,49287.4,39834.51,0.0,0.0
FY2025-01,2025,Feb,1,Q1,ECOM,Ecommerce,Boys,Swim,10892.27,190.0,57.33,1559.78,50.72,5511.59,0.506,39544.76,36529.56,9487.57,2847.63
FY2025-02,2025,Mar,2,Q1,ECOM,Ecommerce,Boys,Swim,17198.52,302.0,56.95,2502.41,63.5,8369.9,0.4867,35164.77,35190.28,19789.94,7139.7
FY2025-03,2025,Apr,3,Q1,ECOM,Ecommerce,Boys,Swim,15040.25,263.0,57.19,2763.62,88.05,7346.79,0.4885,36909.83,56010.06,36992.15,13135.54
FY2025-04,2025,May,4,Q2,ECOM,Ecommerce,Boys,Swim,17440.37,314.0,55.54,2910.28,67.28,8147.28,0.4672,52127.28,49176.59,17467.24,5310.11
FY2025-05,2025,Jun,5,Q2,ECOM,Ecommerce,Boys,Swim,17142.06,308.0,55.66,2459.21,76.85,8316.05,0.4851,49122.61,33942.45,4497.96,1710.12
FY2025-06,2025,Jul,6,Q2,ECOM,Ecommerce,Boys,Swim,12631.66,215.0,58.75,1783.28,49.78,6318.41,0.5002,35729.41,36398.43,15133.74,4915.02
FY2025-07,2025,Aug,7,Q3,ECOM,Ecommerce,Boys,Swim,14068.61,235.0,59.87,1200.16,66.11,7768.12,0.5522,35409.87,39748.35,19673.36,7165.93
FY2025-08,2025,Sep,8,Q3,ECOM,Ecommerce,Boys,Swim,14986.57,266.0,56.34,2971.91,54.8,6610.26,0.4411,40702.91,33092.77,10403.14,3726.19
FY2025-09,2025,Oct,9,Q3,ECOM,Ecommerce,Boys,Swim,15322.97,266.0,57.61,2483.14,70.0,7379.29,0.4816,33601.06,43954.76,28229.81,10099.08
FY2025-10,2025,Nov,10,Q4,ECOM,Ecommerce,Boys,Swim,21019.84,348.0,60.4,3249.97,96.29,10341.64,0.492,44416.08,63308.63,43258.65,15337.05
FY2025-11,2025,Dec,11,Q4,ECOM,Ecommerce,Boys,Swim,24804.98,422.0,58.78,3632.84,81.05,12158.55,0.4902,63656.95,59074.3,23936.22,8008.2
FY2025-12,2025,Jan,12,Q4,ECOM,Ecommerce,Boys,Swim,10475.41,168.0,62.35,1337.85,37.87,5239.0,0.5001,58969.97,47118.84,0.0,0.0
FY2026-01,2026,Feb,1,Q1,ECOM,Ecommerce,Boys,Swim,11552.16,195.0,59.24,1938.37,45.85,5595.1,0.4843,48131.04,37172.09,2577.43,783.59
FY2026-02,2026,Mar,2,Q1,ECOM,Ecommerce,Boys,Swim,17637.95,294.0,59.99,3160.01,74.96,8183.95,0.464,36106.38,42770.56,27537.1,11119.68
FY2026-03,2026,Apr,3,Q1,ECOM,Ecommerce,Boys,Swim,23553.65,428.0,55.03,2460.69,81.62,12176.54,0.517,43757.95,57452.34,39790.35,12572.57
FY2026-04,2026,May,4,Q2,ECOM,Ecommerce,Boys,Swim,16819.72,285.0,59.02,3120.87,68.56,7860.71,0.4674,55712.92,53376.92,17673.15,6414.7
FY2026-05,2026,Jun,5,Q2,ECOM,Ecommerce,Boys,Swim,15754.31,274.0,57.5,1710.14,89.18,8579.82,0.5446,51209.08,40496.87,6841.42,2262.48
FY2026-06,2026,Jul,6,Q2,ECOM,Ecommerce,Boys,Swim,14778.44,250.0,59.11,2738.43,72.86,6681.16,0.4521,37609.9,39650.62,19630.45,6908.01
FY2024-01,2024,Feb,1,Q1,STORE,Retail Stores,Boys,Swim,4526.28,78.0,58.03,594.31,42.07,2298.11,0.5077,13377.96,12854.92,4639.62,1959.34
FY2024-02,2024,Mar,2,Q1,STORE,Retail Stores,Boys,Swim,5974.13,100.0,59.74,774.55,62.63,3101.02,0.5191,13397.91,14982.72,8396.12,3369.26
FY2024-03,2024,Apr,3,Q1,STORE,Retail Stores,Boys,Swim,7327.73,127.0,57.7,691.13,63.37,4012.83,0.5476,14868.46,21772.19,14985.96,6171.91
FY2024-04,2024,May,4,Q2,STORE,Retail Stores,Boys,Swim,5975.71,102.0,58.59,732.92,55.48,3139.14,0.5253,21296.61,18331.4,3798.9,1587.78
FY2024-05,2024,Jun,5,Q2,STORE,Retail Stores,Boys,Swim,6705.0,112.0,59.87,561.11,45.37,3641.98,0.5432,18306.46,12428.01,1433.03,560.73
FY2024-06,2024,Jul,6,Q2,STORE,Retail Stores,Boys,Swim,5725.06,101.0,56.68,631.47,57.64,3001.58,0.5243,13107.18,13506.3,6813.29,3031.58
FY2024-07,2024,Aug,7,Q3,STORE,Retail Stores,Boys,Swim,5362.09,95.0,56.44,780.47,55.8,2647.57,0.4938,15990.73,15272.94,5480.57,1950.26
FY2024-08,2024,Sep,8,Q3,STORE,Retail Stores,Boys,Swim,5528.95,93.0,59.45,748.95,52.09,2822.34,0.5105,15391.05,13649.35,4588.29,1761.87
FY2024-09,2024,Oct,9,Q3,STORE,Retail Stores,Boys,Swim,5015.51,83.0,60.43,666.51,58.14,2658.16,0.53,13934.73,18145.76,9951.19,3434.5
FY2024-10,2024,Nov,10,Q4,STORE,Retail Stores,Boys,Swim,8910.69,161.0,55.35,819.72,99.34,4877.15,0.5473,17230.14,23908.09,16507.7,6731.45
FY2024-11,2024,Dec,11,Q4,STORE,Retail Stores,Boys,Swim,9285.04,159.0,58.4,966.35,86.82,5032.14,0.542,25260.94,22734.27,7811.54,2695.36
FY2024-12,2024,Jan,12,Q4,STORE,Retail Stores,Boys,Swim,3795.8,63.0,60.25,432.06,33.27,2009.97,0.5295,22720.12,18458.99,0.0,0.0
FY2025-01,2025,Feb,1,Q1,STORE,Retail Stores,Boys,Swim,6138.33,103.0,59.6,515.43,42.83,3322.86,0.5413,18361.16,13888.88,2224.31,629.23
FY2025-02,2025,Mar,2,Q1,STORE,Retail Stores,Boys,Swim,8130.71,141.0,57.66,793.31,72.99,4368.58,0.5373,14781.41,14948.31,9163.91,4035.92
FY2025-03,2025,Apr,3,Q1,STORE,Retail Stores,Boys,Swim,6841.52,113.0,60.54,1272.05,71.85,3268.69,0.4778,16873.64,24245.88,15557.66,5224.93
FY2025-04,2025,May,4,Q2,STORE,Retail Stores,Boys,Swim,7659.3,139.0,55.1,668.82,71.26,4216.8,0.5505,22557.5,21844.58,7686.46,3099.03
FY2025-05,2025,Jun,5,Q2,STORE,Retail Stores,Boys,Swim,7656.82,133.0,57.57,896.59,58.03,3951.73,0.5161,22750.59,14851.95,712.8,238.21
FY2025-06,2025,Jul,6,Q2,STORE,Retail Stores,Boys,Swim,5339.31,89.0,59.99,677.11,58.42,2790.88,0.5227,15538.59,16148.66,6684.91,2493.35
FY2025-07,2025,Aug,7,Q3,STORE,Retail Stores,Boys,Swim,5626.53,95.0,59.23,757.59,59.22,2906.07,0.5165,16282.68,17666.45,7827.11,2454.43
FY2025-08,2025,Sep,8,Q3,STORE,Retail Stores,Boys,Swim,6204.06,115.0,53.95,825.29,65.95,3175.18,0.5118,16739.6,14586.73,4942.43,2191.45
FY2025-09,2025,Oct,9,Q3,STORE,Retail Stores,Boys,Swim,7119.91,120.0,59.33,587.82,61.34,3958.41,0.556,15004.63,20494.34,13258.78,3889.71
FY2025-10,2025,Nov,10,Q4,STORE,Retail Stores,Boys,Swim,10485.24,176.0,59.58,997.48,86.15,5678.46,0.5416,20372.72,30864.1,22060.25,8117.1
FY2025-11,2025,Dec,11,Q4,STORE,Retail Stores,Boys,Swim,12101.93,202.0,59.91,1377.07,125.11,6248.95,0.5164,30082.32,25362.22,8884.01,2809.56
FY2025-12,2025,Jan,12,Q4,STORE,Retail Stores,Boys,Swim,4392.85,73.0,60.18,560.17,36.82,2240.73,0.5101,26218.21,21228.37,0.0,0.0
FY2026-01,2026,Feb,1,Q1,STORE,Retail Stores,Boys,Swim,4707.47,84.0,56.04,823.2,50.7,2317.64,0.4923,21435.01,16659.47,805.83,286.18
FY2026-02,2026,Mar,2,Q1,STORE,Retail Stores,Boys,Swim,8318.58,141.0,59.0,593.04,81.1,4725.48,0.5681,15696.33,19528.99,12825.38,4692.04
FY2026-03,2026,Apr,3,Q1,STORE,Retail Stores,Boys,Swim,8305.63,143.0,58.08,1032.62,74.75,4375.65,0.5268,20004.64,27074.58,16482.94,5696.01
FY2026-04,2026,May,4,Q2,STORE,Retail Stores,Boys,Swim,7737.48,133.0,58.18,861.51,81.45,4163.97,0.5382,25582.54,24890.46,7988.36,3050.36
FY2026-05,2026,Jun,5,Q2,STORE,Retail Stores,Boys,Swim,7430.5,128.0,58.05,716.78,77.45,4062.8,0.5468,24492.37,18018.91,1751.27,647.77
FY2026-06,2026,Jul,6,Q2,STORE,Retail Stores,Boys,Swim,7197.26,122.0,58.99,588.81,48.63,3952.78,0.5492,17831.29,18303.3,8306.71,2973.7
FY2024-01,2024,Feb,1,Q1,WHSL,Wholesale,Boys,Swim,6841.4,157.0,43.58,144.15,9.26,3159.41,0.4618,7827.36,8739.18,7906.63,4344.5
FY2024-02,2024,Mar,2,Q1,WHSL,Wholesale,Boys,Swim,6800.74,147.0,46.26,145.28,6.25,3115.5,0.4581,7683.84,4813.94,4082.37,2071.3
FY2024-03,2024,Apr,3,Q1,WHSL,Wholesale,Boys,Swim,2942.93,64.0,45.98,91.14,2.62,1322.64,0.4494,5174.46,2968.82,831.05,487.36
FY2024-04,2024,May,4,Q2,WHSL,Wholesale,Boys,Swim,2430.93,55.0,44.2,59.78,4.21,1114.83,0.4586,2997.59,2942.83,2440.16,1617.1
FY2024-05,2024,Jun,5,Q2,WHSL,Wholesale,Boys,Swim,7063.42,155.0,45.57,160.87,7.09,3223.86,0.4564,2874.16,4778.14,9135.36,4612.33
FY2024-06,2024,Jul,6,Q2,WHSL,Wholesale,Boys,Swim,8061.2,180.0,44.78,154.34,7.31,3699.65,0.4589,5422.65,7607.78,10407.98,5530.41
FY2024-07,2024,Aug,7,Q3,WHSL,Wholesale,Boys,Swim,3015.47,64.0,47.12,88.82,3.21,1367.83,0.4536,7632.32,4524.82,0.0,0.0
FY2024-08,2024,Sep,8,Q3,WHSL,Wholesale,Boys,Swim,5794.99,133.0,43.57,140.48,5.27,2632.06,0.4542,4061.36,3750.43,5629.81,2722.52
FY2024-09,2024,Oct,9,Q3,WHSL,Wholesale,Boys,Swim,6201.5,139.0,44.62,158.61,6.96,2836.89,0.4575,4247.53,9373.45,11492.99,5032.72
FY2024-10,2024,Nov,10,Q4,WHSL,Wholesale,Boys,Swim,3504.28,79.0,44.36,89.78,4.81,1605.05,0.458,7257.78,4814.04,1155.13,567.37
FY2024-11,2024,Dec,11,Q4,WHSL,Wholesale,Boys,Swim,3682.16,84.0,43.84,56.67,4.12,1696.86,0.4608,4282.34,2075.24,1535.85,719.54
FY2024-12,2024,Jan,12,Q4,WHSL,Wholesale,Boys,Swim,3223.99,74.0,43.57,71.21,2.79,1474.87,0.4575,2495.08,2995.76,3798.67,1759.09
FY2025-01,2025,Feb,1,Q1,WHSL,Wholesale,Boys,Swim,8047.49,180.0,44.71,243.7,8.18,3638.1,0.4521,3285.15,9348.0,14362.22,7854.04
FY2025-02,2025,Mar,2,Q1,WHSL,Wholesale,Boys,Swim,5933.71,127.0,46.72,186.66,6.88,2693.72,0.454,9255.08,7095.05,3967.22,2292.72
FY2025-03,2025,Apr,3,Q1,WHSL,Wholesale,Boys,Swim,3181.57,71.0,44.81,87.37,3.95,1446.04,0.4545,5643.7,3406.64,1035.83,532.91
FY2025-04,2025,May,4,Q2,WHSL,Wholesale,Boys,Swim,3160.85,71.0,44.52,76.33,2.97,1440.54,0.4557,3277.11,3209.48,3172.52,1705.8
FY2025-05,2025,Jun,5,Q2,WHSL,Wholesale,Boys,Swim,6706.42,148.0,45.31,145.74,9.76,3089.94,0.4607,3216.71,6624.41,10269.62,5096.59
FY2025-06,2025,Jul,6,Q2,WHSL,Wholesale,Boys,Swim,9316.18,210.0,44.36,156.52,8.33,4292.6,0.4608,5845.99,7065.66,10700.7,5983.09
FY2025-07,2025,Aug,7,Q3,WHSL,Wholesale,Boys,Swim,4667.4,106.0,44.03,84.63,4.4,2141.55,0.4588,8027.1,3437.33,166.66,95.4
FY2025-08,2025,Sep,8,Q3,WHSL,Wholesale,Boys,Swim,5782.3,133.0,43.48,132.05,6.78,2651.79,0.4586,4086.75,4993.81,6828.19,3668.43
FY2025-09,2025,Oct,9,Q3,WHSL,Wholesale,Boys,Swim,8740.78,202.0,43.27,164.06,7.97,4019.94,0.4599,4714.78,7624.34,11822.37,6230.92
FY2025-10,2025,Nov,10,Q4,WHSL,Wholesale,Boys,Swim,3758.99,80.0,46.99,117.62,4.81,1712.31,0.4555,8347.92,6137.29,1670.79,828.17
FY2025-11,2025,Dec,11,Q4,WHSL,Wholesale,Boys,Swim,3967.52,89.0,44.58,102.66,3.33,1793.88,0.4521,5103.06,2388.74,1359.19,949.85
FY2025-12,2025,Jan,12,Q4,WHSL,Wholesale,Boys,Swim,3601.32,82.0,43.92,54.4,3.63,1676.23,0.4654,3020.21,3729.28,4368.42,2506.79
FY2026-01,2026,Feb,1,Q1,WHSL,Wholesale,Boys,Swim,9675.63,212.0,45.64,239.92,13.41,4417.01,0.4565,3732.11,9024.68,15221.53,9029.62
FY2026-02,2026,Mar,2,Q1,WHSL,Wholesale,Boys,Swim,8362.27,188.0,44.48,168.6,8.69,3844.06,0.4597,10451.88,6430.67,4518.35,2466.54
FY2026-03,2026,Apr,3,Q1,WHSL,Wholesale,Boys,Swim,3910.89,86.0,45.48,95.48,3.77,1784.03,0.4562,6508.73,4030.91,1532.32,941.78
FY2026-04,2026,May,4,Q2,WHSL,Wholesale,Boys,Swim,2859.99,64.0,44.69,89.47,3.36,1296.72,0.4534,4174.75,3983.4,2761.47,1390.21
FY2026-05,2026,Jun,5,Q2,WHSL,Wholesale,Boys,Swim,8423.39,186.0,45.29,241.4,5.82,3807.03,0.452,3556.22,7393.36,12507.75,7056.37
FY2026-06,2026,Jul,6,Q2,WHSL,Wholesale,Boys,Swim,8633.35,202.0,42.74,238.54,7.46,3917.37,0.4537,7111.93,9588.15,11355.57,4835.93
FY2024-01,2024,Feb,1,Q1,ECOM,Ecommerce,Boys,Tops,39797.0,759.0,52.43,5755.68,160.06,20976.5,0.5271,157907.19,160824.85,48630.4,17231.82
FY2024-02,2024,Mar,2,Q1,ECOM,Ecommerce,Boys,Tops,77195.72,1541.0,50.09,10826.45,259.65,38033.41,0.4927,150455.58,178829.19,116655.43,37777.91
FY2024-03,2024,Apr,3,Q1,ECOM,Ecommerce,Boys,Tops,68811.51,1331.0,51.7,10444.21,306.09,35338.5,0.5136,174151.08,226324.48,131735.21,49553.91
FY2024-04,2024,May,4,Q2,ECOM,Ecommerce,Boys,Tops,73747.89,1437.0,51.32,10216.87,312.34,36800.79,0.499,232886.23,207655.17,59046.04,21630.06
FY2024-05,2024,Jun,5,Q2,ECOM,Ecommerce,Boys,Tops,65923.35,1219.0,54.08,7259.29,280.35,34993.77,0.5308,211679.14,151559.14,13342.99,5096.67
FY2024-06,2024,Jul,6,Q2,ECOM,Ecommerce,Boys,Tops,58703.12,1081.0,54.3,7030.87,228.56,30271.44,0.5157,150903.98,170692.43,85751.0,27592.92
FY2024-07,2024,Aug,7,Q3,ECOM,Ecommerce,Boys,Tops,56108.24,1081.0,51.9,8077.56,286.25,28354.58,0.5054,166344.19,177552.32,75680.18,24177.05
FY2024-08,2024,Sep,8,Q3,ECOM,Ecommerce,Boys,Tops,63911.6,1223.0,52.26,8919.26,264.81,31993.95,0.5006,170242.95,146053.36,48906.08,17081.32
FY2024-09,2024,Oct,9,Q3,ECOM,Ecommerce,Boys,Tops,57146.89,1124.0,50.84,7362.28,237.06,30725.89,0.5377,145263.24,193783.99,113266.98,42339.45
FY2024-10,2024,Nov,10,Q4,ECOM,Ecommerce,Boys,Tops,92808.13,1725.0,53.8,14266.03,419.2,45809.09,0.4936,196678.76,264527.47,175342.07,77690.08
FY2024-11,2024,Dec,11,Q4,ECOM,Ecommerce,Boys,Tops,104445.2,1965.0,53.15,13333.16,525.57,53737.31,0.5145,288351.92,246248.56,76200.57,28180.16
FY2024-12,2024,Jan,12,Q4,ECOM,Ecommerce,Boys,Tops,33736.34,635.0,53.13,7854.31,162.1,15096.82,0.4475,245133.85,203381.1,0.0,0.0
FY2025-01,2025,Feb,1,Q1,ECOM,Ecommerce,Boys,Tops,54137.28,1072.0,50.5,8322.67,278.34,26792.09,0.4949,195080.28,164725.31,32383.32,11784.29
FY2025-02,2025,Mar,2,Q1,ECOM,Ecommerce,Boys,Tops,73556.8,1422.0,51.73,11898.8,331.83,35947.4,0.4887,164576.96,175906.0,97116.47,40897.65
FY2025-03,2025,Apr,3,Q1,ECOM,Ecommerce,Boys,Tops,86160.92,1709.0,50.42,13660.96,465.13,42183.2,0.4896,178527.94,281440.41,203199.48,69523.0
FY2025-04,2025,May,4,Q2,ECOM,Ecommerce,Boys,Tops,86910.27,1742.0,49.89,7762.67,309.88,47644.38,0.5482,278419.05,240618.55,57182.32,20494.57
FY2025-05,2025,Jun,5,Q2,ECOM,Ecommerce,Boys,Tops,75987.39,1475.0,51.52,14064.98,344.17,34685.03,0.4565,240859.46,179333.76,28870.84,12052.84
FY2025-06,2025,Jul,6,Q2,ECOM,Ecommerce,Boys,Tops,62016.01,1185.0,52.33,12859.37,265.13,27304.71,0.4403,181137.73,194638.19,88640.97,31102.17
FY2025-07,2025,Aug,7,Q3,ECOM,Ecommerce,Boys,Tops,61791.15,1163.0,53.13,10741.69,242.94,29820.69,0.4826,192010.44,198611.41,79376.75,28633.18
FY2025-08,2025,Sep,8,Q3,ECOM,Ecommerce,Boys,Tops,68996.03,1348.0,51.18,11176.03,288.23,33401.92,0.4841,188369.71,167858.21,59948.79,24083.81
FY2025-09,2025,Oct,9,Q3,ECOM,Ecommerce,Boys,Tops,68045.74,1365.0,49.85,10481.92,266.96,33795.25,0.4967,172089.47,221707.57,128412.72,43394.96
FY2025-10,2025,Nov,10,Q4,ECOM,Ecommerce,Boys,Tops,95009.57,1812.0,52.43,14737.93,542.59,48294.32,0.5083,217679.58,324233.89,216844.4,87400.49
FY2025-11,2025,Dec,11,Q4,ECOM,Ecommerce,Boys,Tops,115449.1,2259.0,51.11,14676.54,495.72,59737.58,0.5174,327772.24,298081.54,100930.66,33346.31
FY2025-12,2025,Jan,12,Q4,ECOM,Ecommerce,Boys,Tops,47036.82,903.0,52.09,8276.77,216.61,21971.56,0.4671,289242.37,233712.17,0.0,0.0
FY2026-01,2026,Feb,1,Q1,ECOM,Ecommerce,Boys,Tops,57897.71,1128.0,51.33,11254.66,253.75,26408.87,0.4561,234453.03,178184.66,13137.75,4202.99
FY2026-02,2026,Mar,2,Q1,ECOM,Ecommerce,Boys,Tops,83352.03,1594.0,52.29,16032.13,366.62,38154.43,0.4578,176773.4,222702.4,145679.78,56465.54
FY2026-03,2026,Apr,3,Q1,ECOM,Ecommerce,Boys,Tops,100298.03,1821.0,55.08,16360.76,387.12,47881.94,0.4774,214937.97,277159.36,179267.3,73991.98
FY2026-04,2026,May,4,Q2,ECOM,Ecommerce,Boys,Tops,94881.36,1850.0,51.29,12709.05,371.72,47639.41,0.5021,292203.7,276886.57,92645.0,33943.36
FY2026-05,2026,Jun,5,Q2,ECOM,Ecommerce,Boys,Tops,70233.9,1359.0,51.68,13531.68,304.91,33032.35,0.4703,277283.41,193212.92,0.0,0.0
FY2026-06,2026,Jul,6,Q2,ECOM,Ecommerce,Boys,Tops,71428.55,1334.0,53.54,14283.38,315.43,31248.61,0.4375,183555.02,200159.58,102631.92,36463.53
FY2024-01,2024,Feb,1,Q1,STORE,Retail Stores,Boys,Tops,23039.25,457.0,50.41,2206.93,234.74,12553.75,0.5449,67915.66,67592.72,25157.98,10085.42
FY2024-02,2024,Mar,2,Q1,STORE,Retail Stores,Boys,Tops,28526.85,557.0,51.22,3877.1,285.89,14941.39,0.5238,68709.34,83721.85,47702.35,16673.26
FY2024-03,2024,Apr,3,Q1,STORE,Retail Stores,Boys,Tops,34526.35,636.0,54.29,4447.58,406.07,17834.73,0.5166,76609.04,100298.97,63069.93,23079.86
FY2024-04,2024,May,4,Q2,STORE,Retail Stores,Boys,Tops,27574.57,511.0,53.96,5010.7,319.81,13389.43,0.4856,100285.99,102323.8,34942.89,12921.36
FY2024-05,2024,Jun,5,Q2,STORE,Retail Stores,Boys,Tops,29740.61,562.0,52.92,3465.2,337.89,15679.99,0.5272,93650.95,75627.22,15519.97,5212.44
FY2024-06,2024,Jul,6,Q2,STORE,Retail Stores,Boys,Tops,29286.75,544.0,53.84,2832.25,281.06,15730.0,0.5371,74442.23,76245.07,34202.9,12311.38
FY2024-07,2024,Aug,7,Q3,STORE,Retail Stores,Boys,Tops,29943.4,592.0,50.58,3890.91,250.46,14934.57,0.4988,80984.32,78423.16,31523.61,11848.65
FY2024-08,2024,Sep,8,Q3,STORE,Retail Stores,Boys,Tops,33183.16,659.0,50.35,3200.52,271.58,17762.96,0.5353,80114.54,66858.59,23399.31,9439.86
FY2024-09,2024,Oct,9,Q3,STORE,Retail Stores,Boys,Tops,27612.22,538.0,51.32,2988.0,316.43,14947.04,0.5413,71701.28,84303.98,43519.35,18424.41
FY2024-10,2024,Nov,10,Q4,STORE,Retail Stores,Boys,Tops,44910.3,853.0,52.65,4909.38,383.13,23764.4,0.5292,86844.42,112860.12,76218.51,27121.95
FY2024-11,2024,Dec,11,Q4,STORE,Retail Stores,Boys,Tops,50703.07,939.0,54.0,6626.57,485.42,25563.67,0.5042,120099.15,106016.52,43732.43,14858.02
FY2024-12,2024,Jan,12,Q4,STORE,Retail Stores,Boys,Tops,16762.76,333.0,50.34,2222.94,136.67,8746.75,0.5218,109664.1,90541.73,0.0,0.0
FY2025-01,2025,Feb,1,Q1,STORE,Retail Stores,Boys,Tops,27772.35,517.0,53.72,2876.54,297.94,14807.73,0.5332,88447.85,75426.29,17925.27,6847.33
FY2025-02,2025,Mar,2,Q1,STORE,Retail Stores,Boys,Tops,35183.03,686.0,51.29,4644.64,311.74,18060.89,0.5133,78981.42,84736.46,45894.45,14606.38
FY2025-03,2025,Apr,3,Q1,STORE,Retail Stores,Boys,Tops,43655.32,826.0,52.85,4242.86,389.57,23395.58,0.5359,80825.72,110641.93,78103.96,24249.86
FY2025-04,2025,May,4,Q2,STORE,Retail Stores,Boys,Tops,35315.75,702.0,50.31,2643.17,354.93,20222.02,0.5726,114374.52,112529.28,36468.61,13637.91
FY2025-05,2025,Jun,5,Q2,STORE,Retail Stores,Boys,Tops,33724.96,663.0,50.87,4060.97,234.68,17652.71,0.5234,108207.23,83906.69,13720.07,5525.5
FY2025-06,2025,Jul,6,Q2,STORE,Retail Stores,Boys,Tops,28603.47,564.0,50.72,3855.89,250.23,14572.27,0.5095,83463.33,86714.54,35960.8,13749.18
FY2025-07,2025,Aug,7,Q3,STORE,Retail Stores,Boys,Tops,25728.83,493.0,52.19,2695.18,264.56,14209.68,0.5523,86506.03,89789.99,31972.53,11692.81
FY2025-08,2025,Sep,8,Q3,STORE,Retail Stores,Boys,Tops,33348.07,646.0,51.62,4055.49,369.25,17375.07,0.521,83502.68,81891.19,36161.32,13623.44
FY2025-09,2025,Oct,9,Q3,STORE,Retail Stores,Boys,Tops,33982.34,637.0,53.35,4381.74,397.64,17570.32,0.517,83066.85,103665.11,59359.98,18637.9
FY2025-10,2025,Nov,10,Q4,STORE,Retail Stores,Boys,Tops,51953.92,1005.0,51.7,6670.02,450.36,26644.76,0.5129,100865.27,156453.51,114662.54,38935.28
FY2025-11,2025,Dec,11,Q4,STORE,Retail Stores,Boys,Tops,56004.17,1062.0,52.73,7312.83,564.09,28713.97,0.5127,151306.69,128372.59,40946.99,12584.36
FY2025-12,2025,Jan,12,Q4,STORE,Retail Stores,Boys,Tops,23521.86,461.0,51.02,2311.79,194.53,12538.52,0.5331,126341.19,100313.01,0.0,0.0
